date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2015/11/30,95,116496,99871.16495,16624.83505,,,,,,,,,,,,,,,-635.3862959,2234.776402,69.81747786,-87.62845961,98289.58583,97037.4461,23952.74136,-5013.941775,1906.18219,-1899.607315,97550.62554,92543.25864,,,,,,,,,,,,,-4026.351363,19219.62817,2516.500377,-1557.955455,2256.031994,98088.23569,24506.60832,-5095.939252,-90.60988608,-351.7494204,305.6089763,-513.5104995,97735.59177,24521.47174,-6254.86923,-69.34301674,628.4919141,-192.8454226,54232.7059,43611.71046,,,,
2015/12/31,96,102209,98973.72822,3235.27178,,,,,,,,,,,,,,,-1062.704044,2065.203921,-390.1779335,40.81362146,98320.59266,97058.96519,13123.88137,-8092.689229,1358.199189,-1737.363775,97556.97245,89085.11863,,,,,,,,,,,,,-1834.532957,1652.847472,3779.977425,-1972.201662,2100.135329,98482.82222,16184.44046,-10230.80657,-498.8162636,-677.390197,-31.05119589,-296.5669127,97759.19068,16197.59969,-11043.34696,-1276.01234,557.951612,-201.33499,54352.49398,43629.23365,,,,
2016/1/31,97,96727,100817.5277,-4090.52773,,,,,,,,,,,,,,,1324.63854,1798.046786,-851.0300036,195.2216722,98350.6507,97080.31701,8725.617656,-8763.696955,772.7252791,-1570.082422,97562.43644,88001.38234,,,,,,,,,,,,,12053.05732,-17765.517,3948.343411,-2256.266631,1866.63476,98880.77219,13290.71824,-12200.54287,-814.2020439,-888.2266072,-365.3898491,-77.94425834,97782.58738,13292.50198,-12658.98785,-2308.021088,503.9186861,-214.110605,54473.21067,43646.56962,,,,
2016/2/29,98,71858,99058.30062,-27200.30062,,,,,,,,,,,,,,,36.12384731,1519.306167,-1258.04401,381.1653067,98379.74931,97101.49757,-18734.74723,-5792.859461,213.2358476,-1394.660671,97567.03151,90592.74723,,,,,,,,,,,,,-15755.847,-13840.79346,2974.23857,-2358.12691,1558.261425,99280.25173,-15766.10337,-7712.172612,-978.0513786,-944.7307598,-687.5746676,140.8661383,97805.76665,-15750.72679,-7838.21715,-3036.802006,465.8588576,-225.962423,54594.17554,43663.7025,,,,
2016/3/31,99,110741,96910.87399,13830.12601,,,,,,,,,,,,,,,-1691.148369,1146.455647,-1556.502824,604.1917326,98407.8778,97122.50285,13848.90126,817.4475508,-288.1245244,-1207.995939,97570.77165,96892.09874,,,,,,,,,,,,,7414.303403,3587.536232,1122.806117,-2242.487609,1180.968679,99677.95867,12331.8725,3089.022505,-1043.813112,-834.8662672,-988.3220888,358.3923812,97828.71408,12310.14646,3238.169738,-3413.716554,442.6751073,-231.1207743,54714.70733,43680.61646,,,,
2016/4/30,100,112767,99417.4227,13349.5773,,,,,,,,,,,,,,,1218.963978,585.2743592,-1690.594331,868.7531704,98435.02552,97143.32884,10513.18527,6394.173483,-707.043957,-1006.985644,97573.67085,102253.8147,,,,,,,,,,,,,3597.882205,11352.28064,-1103.341882,-1896.301828,743.7916755,100072.7544,6606.050539,10548.67607,-990.187861,-562.3533063,-1259.789558,573.1881153,97851.416,6579.549791,10851.78365,-3408.411418,431.1265485,-223.3349665,54834.12767,43697.29565,,,,
2016/5/31,101,98331,99366.16468,-1035.164681,,,,,,,,,,,,,,,1542.339287,-212.1518382,-1599.366081,1174.161509,98461.1818,97163.97153,-4298.781643,6861.7763,-1019.21057,-788.5272011,97575.74311,102629.7816,,,,,,,,,,,,,-6136.73977,8159.363438,-3079.381945,-1331.585924,258.8796591,100460.4552,-6654.451864,8794.286678,-815.872349,-154.8111702,-1495.915111,783.9038292,97873.85999,-6644.760491,9104.363207,-3015.90018,421.3178458,-196.163717,54951.76526,43713.72421,,,,
2016/6/30,102,101179,98473.31493,2705.68507,,,,,,,,,,,,,,,892.2271406,-1203.111199,-1216.474347,1514.337356,98486.33598,97184.42692,3370.114637,1983.580906,-1201.606332,-550.0916419,97577.00243,97808.88536,,,,,,,,,,,,,1931.287947,3465.233864,-4212.536639,-585.207397,-258.8608568,100839.0802,5531.740898,-1277.688227,-607.288887,338.7072188,-1691.854142,989.3482564,97896.03488,5526.655813,-1052.627539,-2352.883352,399.0669311,-143.2922783,55066.96057,43729.88629,,,,
2016/7/31,103,93153,97104.03256,-3951.032564,,,,,,,,,,,,,,,-1070.698258,-1718.963588,-498.8878224,1882.104842,98510.47739,97204.69099,-346.8626973,-2549.76705,-1236.398108,-291.4349409,97577.4628,93499.8627,,,,,,,,,,,,,1207.109654,-4629.299189,-4121.912074,283.882022,-792.0597288,101205.2664,3400.326922,-7982.699878,-392.7664493,865.0778907,-1843.347552,1188.477833,97917.93123,3404.335565,-7892.270488,-1567.643518,348.6798586,-58.76814977,55179.0754,43745.76604,,,,
2016/8/31,104,81982,99246.8912,-17264.8912,,,,,,,,,,,,,,,-913.948274,-1119.148986,476.105005,2270.288097,98533.59536,97224.75974,-10137.11758,-4338.087327,-1106.639367,-13.29393428,97577.13821,92119.11758,,,,,,,,,,,,,-1935.253544,-14728.90195,-2790.939129,1200.490413,-1321.436379,101557.994,-8318.629683,-8226.702582,-220.3372943,1373.727132,-1945.924963,1380.328228,97939.53916,-8327.206357,-8263.012476,-801.6306095,254.5985514,62.75774559,55287.51292,43761.34762,,,,
2016/9/30,105,93313,104037.3063,-10724.30631,,,,,,,,,,,,,,,1130.296695,163.549176,1516.069947,2671.71125,98555.67923,97244.62916,-920.6081147,-2815.664677,-808.5927517,281.8228881,97576.04265,94233.60811,,,,,,,,,,,,,2003.656579,-10222.88159,-615.0127979,2080.250047,-1826.414849,101893.4265,-2983.809871,-2927.541579,-128.594066,1823.322521,-1995.250781,1564.0248,97960.84898,-3001.352414,-3042.600598,-144.572914,102.2220933,225.5482311,55391.75469,43776.61517,,,,
2016/10/31,106,115961,103492.0578,12468.94224,,,,,,,,,,,,,,,-1616.355546,1046.607959,2405.888614,3079.19843,98576.71834,97264.29523,18032.87287,160.974188,-397.9989412,590.9617451,97574.19014,97928.12713,,,,,,,,,,,,,427.453997,11060.52336,1710.129944,2838.654747,-2285.802373,102210.1111,12348.17669,3755.512432,-54.43720741,2177.767687,-1986.750453,1738.880536,97981.85031,12335.05572,3616.710743,416.9800029,-121.445758,431.8904083,55491.39766,43791.55285,,,,
2016/11/30,107,123254,105672.9215,17581.07851,,,,,,,,,,,,,,,480.4097376,183.9619017,2926.274069,3485.573768,98596.70202,97283.75394,22588.8265,2127.989445,54.42055467,911.1688556,97571.59465,100665.1735,,,,,,,,,,,,,-4311.946363,20900.42334,3439.575479,3399.380981,-2678.648321,102505.2986,15926.18125,6875.565601,57.29481323,2403.593424,-1915.615992,1904.448603,98002.5323,15933.01661,6761.578723,920.9725273,-427.2335494,681.2467079,55586.15841,43806.14479,,,,
2016/12/31,108,112273,107383.326,4889.67395,,,,,,,,,,,,,,,2947.988118,-898.1045594,2834.41289,3883.409938,98615.61961,97303.0013,11585.56242,1407.246703,472.4302662,1239.490439,97568.27018,100687.4376,,,,,,,,,,,,,2007.200724,2703.695979,4065.972643,3702.583994,-2984.972716,102778.5694,7977.847784,3301.867233,224.0416477,2463.976797,-1778.009992,2060.392929,98022.8836,7997.804031,3254.891728,1399.000363,-823.5122833,970.1463644,55675.8322,43820.37516,,,,
2017/1/31,109,97355,101408.7668,-4053.7668,,,,,,,,,,,,,,,-3146.192909,-292.7922813,1950.177845,4264.113702,98633.46044,97322.03328,-1989.807135,-550.1918023,757.7954981,1572.972713,97564.23073,99344.80713,,,,,,,,,,,,,7823.702381,-17522.82042,3503.497618,3710.772683,-3186.775494,103026.6357,-1295.636376,-2807.70059,467.4171758,2314.098696,-1572.451153,2206.378706,98042.89354,-1286.758475,-2779.982768,1855.582045,-1316.184203,1292.762024,55760.24468,43834.2281,,,,
2017/2/28,110,79875,107694.4659,-27819.4659,,,,,,,,,,,,,,,2738.163628,1224.243601,463.644871,4618.199948,98650.21385,97340.84589,-18889.37586,-1510.770376,806.9954936,1908.660461,97559.49029,98764.37586,,,,,,,,,,,,,-13378.56371,-12215.20321,2075.918968,3412.941145,-3268.671003,103248.5682,-16432.48541,-5485.936063,779.1344692,1912.470607,-1302.806792,2342.0714,98062.55179,-16435.53278,-5404.493785,2286.617314,-1907.356826,1641.214088,55839.22712,43847.68776,,,,
2017/3/31,111,114515,100387.0311,14127.96889,,,,,,,,,,,,,,,-1920.057189,22.18843015,-1316.992779,4936.023466,98665.86917,97359.4351,14186.38019,-22.76428615,554.2740993,2243.047145,97554.06285,100328.6198,,,,,,,,,,,,,6367.347556,4775.808385,323.0404169,2825.555585,-3218.874167,103442.2021,13911.79826,-1329.30748,1129.101616,1232.981521,-978.5774021,2467.15584,98081.84764,13913.19094,-1240.622273,2649.163884,-2593.170651,2006.654037,55912.61129,43860.7383,,,,
2017/4/30,112,114030,100308.9966,13721.00343,,,,,,,,,,,,,,,1175.118984,-1766.349142,-2988.128025,5207.939042,98680.41574,97377.79691,11560.46246,2266.447049,85.08989392,2570.038177,97547.96242,102469.5375,,,,,,,,,,,,,4359.311629,8361.005016,-1259.246034,1990.846118,-3029.665957,103607.8479,8738.823664,3617.295123,1314.285787,289.4034421,-611.9321151,2581.355017,98100.76908,8715.972079,3676.208696,2756.246137,-3358.718712,2379.900756,55980.2291,43873.36387,,,,
2017/5/31,113,96974,98638.84861,-1664.848614,,,,,,,,,,,,,,,-875.7820699,-411.1723453,-4192.34133,5424.301464,98693.84289,97395.92731,-5871.283084,2898.483002,-475.7789632,2881.376059,97541.20299,102845.2831,,,,,,,,,,,,,-6629.926391,3983.761765,-2397.223329,972.5064286,-2698.237979,103743.1257,-8022.869004,4095.631468,1165.175889,-851.3412571,-216.292004,2684.390321,98119.30459,-8021.004235,4101.133042,2387.78524,-4166.568439,2751.682287,56041.91254,43885.54865,,,,
2017/6/30,114,105460,102273.7054,3186.294609,,,,,,,,,,,,,,,1050.617102,1793.85999,-4852.377173,5575.46552,98706.13996,97413.8223,5258.300854,509.5154337,-1010.013785,3168.398955,97533.79854,100201.6991,,,,,,,,,,,,,2268.103391,4771.197936,-3049.657085,-150.9240092,-2226.829071,103848.1451,7060.73677,-1164.379931,536.791463,-2081.64612,195.0802853,2775.974956,98137.44258,7056.994666,-1196.447887,1450.18726,-4957.229182,3112.708285,56097.4938,43897.27686,,,,
2017/7/31,115,98731,102541.9181,-3810.91809,,,,,,,,,,,,,,,782.7021909,2351.154661,-4962.102408,5652.867373,98717.29628,97431.47785,1706.678629,-2497.13563,-1426.751112,3422.445031,97525.76308,97024.32137,,,,,,,,,,,,,486.5702557,516.0841425,-3276.663623,-1293.549796,-1623.232684,103921.807,4480.919425,-3680.29334,-409.4803589,-3280.184347,609.0205787,2855.848312,98155.16973,4494.837152,-3712.417792,99.07759034,-5665.734484,3453.687486,56146.80534,43908.53307,,,,
2017/8/31,116,82604,100258.3024,-17654.30242,,,,,,,,,,,,,,,-566.6965002,985.6032177,-4541.472333,5653.566709,98727.30131,97448.88997,-12020.41574,-4885.556022,-1642.301044,3635.162203,97517.1106,94624.41574,,,,,,,,,,,,,-1144.323976,-13861.80001,-3084.31241,-2370.422454,-900.6074904,103965.4158,-11458.61815,-2234.486997,-1478.271537,-4333.506982,1012.645643,2923.765908,98172.47212,-11430.04079,-2210.951787,-1404.550331,-6226.806517,3765.369956,56189.67975,43919.3037,,,,
2017/9/30,117,85766,96992.92331,-11226.92331,,,,,,,,,,,,,,,-2590.618517,-1034.924383,-3698.57537,5580.896623,98736.14496,97466.05464,-7793.336122,-6173.743682,-1575.752425,3800.977131,97507.8551,93559.33612,,,,,,,,,,,,,1883.083353,-14341.18493,-2371.147929,-3304.609031,-77.59985826,103977.4665,-10749.63108,1404.812381,-2319.360139,-5132.369481,1393.721849,2979.491589,98189.33488,-10718.31715,1490.442,-2620.453688,-6575.410667,4038.765454,56225.9501,43929.58009,,,,
2017/10/31,118,109357,97976.23875,11380.76125,,,,,,,,,,,,,,,-1246.195937,-2397.607937,-2563.262876,5439.488138,98743.81736,97482.96786,15764.54825,-6658.301928,-1168.042499,3920.785608,97498.01056,93592.45175,,,,,,,,,,,,,343.9370601,9287.155628,-1021.786855,-4033.397765,822.2895887,103958.8606,10074.96976,4434.573398,-2546.034387,-5574.86585,1739.799148,3022.81562,98205.74231,10092.89374,4554.490418,-3105.999086,-6648.500687,4265.972006,56255.44946,43939.35985,,,,
2017/11/30,119,121179,103063.3984,18115.60164,,,,,,,,,,,,,,,3111.026975,-2775.33043,-1256.57907,5233.972249,98750.30868,97499.62561,26884.37704,-6757.980607,-431.9823752,3996.994952,97487.59099,94294.62296,,,,,,,,,,,,,-4478.246652,23572.41542,916.2707044,-4511.764729,1771.100088,103909.2922,21354.69002,3961.879531,-1863.209163,-5589.974541,2040.414439,3053.520719,98221.67899,21351.47611,4060.754107,-2509.255659,-6398.18031,4441.765005,56278.01131,43948.64383,,,,
2017/12/31,120,109783,103742.7157,6040.284273,,,,,,,,,,,,,,,2181.929225,-2302.417738,138.6152092,4968.979955,98755.60905,97516.02388,14336.58283,-6624.413647,562.3442814,4031.87616,97476.61038,95446.41717,,,,,,,,,,,,,526.4364566,4296.976233,3105.226711,-4713.897911,2737.343455,103830.9512,12817.17296,-1175.721684,-280.5570606,-5177.611495,2291.216869,3071.370457,98237.12995,12823.23324,-1136.13974,-901.1037596,-5818.278461,4564.108603,56293.47031,43957.43383,,,,
2018/1/31,121,101744,105956.3114,-4212.311385,,,,,,,,,,,,,,,2001.985897,-1014.610945,1560.098685,4649.129124,98759.70864,97532.15867,4032.969498,-5491.166925,1709.51478,4027.599926,97465.08272,97711.0305,,,,,,,,,,,,,13106.97846,-19088.96425,4947.866324,-4631.986197,3686.794451,103723.3365,7096.507682,-6489.563038,1683.691694,-4365.274548,2490.462538,3076.092663,98252.08301,7100.289636,-6525.040818,1193.265107,-4921.175679,4632.670614,56301.66362,43965.73185,,,,
2018/2/28,122,75975,104297.9558,-28322.95582,,,,,,,,,,,,,,,-3009.626736,1317.342405,2948.675678,4278.966855,98762.5976,97548.02597,-25970.92882,-2390.888052,2897.475549,3986.319313,97453.02201,101945.9288,,,,,,,,,,,,,-20770.40153,-12941.59753,5788.438585,-4273.616788,4583.736198,103588.4345,-22188.53076,-6109.951762,3498.080196,-3195.783022,2637.263997,3067.393824,98266.52752,-22183.35043,-6208.263025,3160.44762,-3721.634615,4647.512704,56302.43431,43973.53993,,,,
2018/3/31,123,128125,113430.3987,14694.60134,,,,,,,,,,,,,,,3113.004541,3444.937329,4245.239727,3862.951025,98764.26608,97563.62176,20253.70256,2506.494793,4014.173016,3910.187384,97440.44224,107871.2974,,,,,,,,,,,,,11614.7628,6159.83556,5189.341427,-3657.972272,5392.15356,103426.9991,18989.64236,2180.50242,4614.365108,-1716.551954,2731.604684,3044.982542,98280.45484,18988.79929,2068.042313,4401.876906,-2234.455674,4608.718158,56295.64159,43980.86011,,,,
2018/4/30,124,121213,107331.9481,13881.05187,,,,,,,,,,,,,,,-3443.799689,3216.47778,5389.076819,3405.488956,98764.70423,97578.94205,9730.668929,5306.062846,4947.554342,3801.356468,97427.35741,111482.3311,,,,,,,,,,,,,2930.556484,8635.434557,3140.052439,-2812.109665,6077.032849,103242.1582,4454.897096,8198.202363,4451.045884,32.77675637,2773.569855,3008.650074,98293.85797,4455.361814,8129.171313,4318.798473,-482.3910445,4516.318842,56281.19722,43987.69443,,,,
2018/5/31,125,103594,105878.065,-2284.064964,,,,,,,,,,,,,,,-2669.211775,544.4860611,6327.998794,2910.889699,98763.90222,97593.98281,-7556.896681,4455.440544,5619.718756,3661.955863,97413.78152,111150.8967,,,,,,,,,,,,,-7065.741948,2693.810698,94.26490389,-1768.14317,6605.689908,103034.169,-11323.91047,6265.515845,2642.378176,1982.044762,2762.736467,2958.505203,98306.73002,-11335.99892,6276.828991,2572.81513,1463.292279,4370.213948,56259.1456,43994.04491,,,,
2018/6/30,126,113117,109607.5519,3509.448088,,,,,,,,,,,,,,,4292.835574,-2898.995597,7068.413612,2383.44812,98761.85019,97608.74003,5577.55102,556.3239368,6089.383574,3494.012922,97399.72855,107539.449,,,,,,,,,,,,,2502.220947,4597.555166,-3175.36114,-562.0127713,6949.041341,102805.6385,9221.158883,-3784.338687,-215.5453723,3983.262459,2698.343813,2895.054052,98319.06485,9211.826779,-3707.064333,-239.7091059,3456.569708,4170.145822,56229.68801,43999.9136,,,,
2018/7/31,127,105698,108982.6953,-3284.69534,,,,,,,,,,,,,,,5539.098752,-4774.190079,7631.540935,1827.707394,98758.5383,97623.20972,219.3513399,-1655.513986,6449.498341,3299.451806,97385.2125,105478.6487,,,,,,,,,,,,,307.6325385,810.2264544,-5826.302828,765.6552592,7082.965107,102557.8813,8482.403767,-9047.795309,-3333.165117,5867.311171,2579.393549,2818.9942,98330.85774,8499.48015,-8954.687949,-3290.82144,5334.87084,3915.780258,56193.10226,44005.30253,,,,
2018/8/31,128,89055,106617.4851,-17562.48506,,,,,,,,,,,,,,,2638.366721,-4066.783331,8043.429403,1248.51561,98753.9567,97637.38786,-16538.74162,-1640.895399,6784.130498,3080.259163,97370.24736,105593.7416,,,,,,,,,,,,,448.4503076,-15655.19878,-7189.303741,2167.155705,6989.282252,102294.6193,-8491.629966,-7419.853263,-5978.54832,7467.734081,2404.143285,2731.048858,98342.10532,-8505.765706,-7362.591333,-5796.070462,6935.739936,3606.747531,56149.70168,44010.21375,,,,
2018/9/30,129,88098,99967.23908,-11869.23908,,,,,,,,,,,,,,,-6605.976264,-1159.753165,8333.250408,651.6225594,98748.09554,97651.27043,-19003.42364,-230.7361429,7138.48164,2838.83107,97354.84708,107101.4236,,,,,,,,,,,,,-1367.108329,-15865.48847,-6927.098193,3584.141994,6656.849881,102016.7527,-15319.06148,-854.2777837,-7504.542631,8620.545392,2170.619956,2631.911839,98352.8047,-15325.48894,-848.3065573,-7177.38825,8101.042451,3242.635895,56099.84164,44014.64929,,,,
2018/10/31,130,122699,112136.471,10562.52895,,,,,,,,,,,,,,,1842.187953,3041.295241,8468.881142,43.16167913,98740.94499,97664.85344,13730.86643,1515.322371,7535.833072,2577.952531,97339.02559,108968.1336,,,,,,,,,,,,,2567.975622,12466.4904,-5089.635721,4944.627532,6082.124707,101727.553,10714.17491,7508.400659,-7483.498176,9197.904322,1876.753375,2522.311625,98362.95328,10693.32644,7455.308301,-7055.957844,8714.493727,2823.126479,56043.90559,44018.61118,,,,
2018/11/30,131,137397,119040.2119,18356.78807,,,,,,,,,,,,,,,6039.936506,6436.826125,8401.585227,-570.6311389,98732.49518,97678.13287,28239.76892,1539.842661,7994.106599,2300.484962,97322.79685,109157.2311,,,,,,,,,,,,,-2878.519124,29503.25674,-2087.657356,6161.318194,5269.849834,101428.9111,20802.69184,10778.73491,-5681.602779,9199.178646,1522.428789,2403.020555,98372.54804,20804.89652,10674.10857,-5195.822058,8772.73745,2349.353033,55982.28524,44022.10146,,,,
2018/12/31,132,117517,110970.0982,6546.901792,,,,,,,,,,,,,,,-1994.35312,7356.706584,8068.498356,-1183.489904,98722.73629,97691.10472,11169.55722,-1435.661843,8467.640039,2009.289783,97306.1748,106347.4428,,,,,,,,,,,,,-2609.425019,6242.783423,1392.549969,7133.165581,4233.082381,101124.9516,5253.234538,3937.953477,-2116.681287,8670.778264,1115.312412,2274.817177,98381.58542,5253.919293,3808.488284,-1631.933846,8322.011186,1827.480033,55915.37342,44025.12218,,,,
2019/1/31,133,104644,109045.4843,-4401.484261,,,,,,,,,,,,,,,-2362.202854,7135.288309,7349.77967,-1789.039274,98711.65845,97703.76496,1566.869381,-4607.28365,8687.766244,1707.474658,97289.17337,103077.1306,,,,,,,,,,,,,12442.43457,-23887.93435,4528.908991,7750.598808,2993.310739,100816.7441,298.1255846,-6851.599396,2337.608323,7663.801415,667.5450842,2138.457783,98390.06121,312.1592927,-6961.406381,2728.40677,7410.697124,1268.736661,55843.56305,44027.67537,,,,
2019/2/28,134,79248,107826.2094,-28578.2094,,,,,,,,,,,,,,,-2389.54154,7766.284419,6130.537131,-2380.322438,98699.25183,97716.1096,-23624.24358,-4151.258015,8352.211984,1399.483113,97271.8065,102872.2436,,,,,,,,,,,,,-16601.47594,-20702.9736,6559.635467,7905.437003,1579.847178,100507.5557,-21416.82074,-12635.62707,6482.795749,6232.817762,192.1854482,1994.677633,98397.97122,-21419.15919,-12659.43147,6761.615144,6085.869195,685.66057,55767.24701,44029.76306,,,,
2019/3/31,135,126252,110962.8152,15289.18478,,,,,,,,,,,,,,,768.6924861,10053.5315,4404.645111,-2949.560467,98685.50657,97728.13463,18361.03726,2250.256012,7295.182039,1091.436541,97254.08815,107890.9627,,,,,,,,,,,,,9780.45178,1732.707171,7006.194697,7504.32231,29.29385209,100199.1821,19510.51564,-7067.001138,9426.513096,4430.497557,-298.0394362,1844.203713,98405.31057,19512.74477,-6951.292592,9482.500155,4394.97022,90.86581847,55686.81822,44031.3873,,,,
2019/4/30,136,123121,109322.4524,13798.54764,,,,,,,,,,,,,,,-274.0711372,12133.94366,2280.930157,-3488.763126,98670.41284,97739.83602,8543.881276,10991.52292,5559.643232,789.9203221,97236.03225,114577.1187,,,,,,,,,,,,,1493.987955,11015.40038,5846.979109,6484.697718,-1615.570369,99895.67242,5937.956935,4970.914718,10594.59587,2308.455136,-790.783653,1687.785748,98412.07524,5923.862492,5208.013034,10454.95862,2391.710393,-503.0335344,55602.66956,44032.55013,,,,
2019/5/31,137,106604,109210.1964,-2606.19642,,,,,,,,,,,,,,,1182.877488,13479.61657,-116.3264996,-3989.931942,98653.96079,97751.20979,-9804.855069,15454.53689,3235.115659,501.5497756,97217.65274,116408.8551,,,,,,,,,,,,,-6812.558818,8748.236133,3546.528171,4830.668865,-3306.867642,99598.05949,-14668.28264,13053.5434,9602.401083,-53.532534,-1274.613102,1526.2212,98418.26259,-14668.22957,13301.02235,9350.445383,161.0807113,-1083.42343,55515.19396,44033.25357,,,,
2019/6/30,138,108405,104640.822,3764.177951,,,,,,,,,,,,,,,-3096.42984,16210.3424,-2664.162682,-4445.068441,98636.14056,97762.25191,-84.14676284,10612.53374,444.7087907,232.9406629,97198.96357,108489.1468,,,,,,,,,,,,,1544.307645,9070.441639,887.5209165,2586.420986,-4993.241676,99309.59874,-2668.139359,9298.150918,6244.356713,-2515.292181,-1738.281556,1360.335948,98423.86952,-2677.544226,9384.717108,6019.679503,-2155.782275,-1637.689808,55424.7843,44033.49967,,,,
2019/7/31,139,104385,107275.4514,-2890.451361,,,,,,,,,,,,,,,4682.826683,14047.42505,-5225.568507,-4846.174151,98616.94232,97772.95837,10255.90726,-487.4860303,-2554.108642,-9.291254814,97179.97867,94129.09274,,,,,,,,,,,,,8272.655929,5185.076167,-1347.417903,-135.8623444,-6621.448327,99031.9914,11353.22092,-834.6141814,1335.210687,-4918.765983,-2169.906413,1190.964431,98428.89054,11350.88573,-1017.079831,1241.579821,-4404.302698,-2153.218611,55331.83349,44033.29047,,,,
2019/8/31,140,66364,83676.23591,-17312.23591,,,,,,,,,,,,,,,-4894.797097,2778.304252,-7618.376863,-5185.250599,98596.35622,97783.32518,-12642.0334,-12465.87028,-5470.278091,-218.5302163,97160.71199,79006.0334,,,,,,,,,,,,,-9357.02276,-9053.624455,-2700.529767,-3155.845807,-8138.138632,98769.03312,-10563.78212,-8856.127158,-4004.527875,-7106.639434,-2557.174014,1018.931582,98433.31902,-10561.63282,-9324.739266,-3969.665118,-6429.764621,-2617.39578,55236.73442,44032.62801,,,,
2019/9/30,141,60642,72839.9773,-12197.9773,,,,,,,,,,,,,,,-373.2980418,-10260.168,-9646.629748,-5454.299311,98574.3724,97793.34831,-7003.544041,-21094.73196,-8012.741011,-388.1604602,97141.17748,67645.54404,,,,,,,,,,,,,-1499.148367,-17455.6886,-3198.723693,-6234.223221,-9491.612895,98521.28258,-7561.642015,-10598.59227,-8669.118244,-8923.101005,-2887.761548,845.0669518,98437.14813,-7557.565626,-11281.16407,-8593.059314,-8077.452106,-3017.607254,55139.88001,44031.51432,,,,
2019/10/31,142,75867,65718.48924,10148.51076,,,,,,,,,,,,,,,2598.441405,-18671.96147,-11113.64992,-5645.321815,98550.98104,97803.02376,14121.00609,-24973.39007,-9890.438854,-511.5662254,97121.38906,61745.99391,,,,,,,,,,,,,8391.900322,-7839.201038,-3251.834734,-9091.644764,-10633.6904,98291.36681,9526.162214,-7861.289641,-11544.35216,-10214.99565,-3149.077333,670.1798606,98440.3727,9507.320887,-8612.790509,-11580.79395,-9192.64929,-3341.238964,55041.66314,44029.95143,,,,
2019/11/30,143,77811,59624.35438,18186.64562,,,,,,,,,,,,,,,-2019.716537,-19306.86177,-11824.91994,-5750.319638,98526.17227,97812.34752,17223.10801,-25119.02388,-10812.31307,-582.1317505,97101.36069,60587.89199,,,,,,,,,,,,,-727.1650568,6754.456418,-3339.433106,-11435.75094,-11521.51877,98080.28328,9940.618991,-5142.275812,-11765.81209,-10830.93539,-3328.639659,495.0543397,98442.98962,9939.97588,-5857.157064,-12027.0689,-9633.297381,-3575.728615,54942.47714,44027.9414,,,,
2019/12/31,144,73822,67234.87095,6587.129049,,,,,,,,,,,,,,,1806.390586,-15658.68544,-11649.15556,-5763.614894,98499.93625,97821.31558,10698.24824,-22790.44884,-10571.81819,-595.0875162,97081.10631,63123.75176,,,,,,,,,,,,,-6109.307593,10819.30095,-3666.315171,-12993.88716,-12119.12027,97891.1664,3886.018905,-5328.380508,-9407.332493,-10676.58072,-3417.168941,320.4462873,98444.99747,3884.849315,-6113.762587,-9768.637059,-9338.137478,-3711.613621,54842.71671,44025.48625,,,,
